person_id,id,name,character,role
1709504,tm105641,Frank Jourdano,Soldier,ACTOR
1709546,tm105641,Pete Richman,Musician,ACTOR
1709537,tm105641,Ed Somavitch,Musician,ACTOR
103155,tm105641,Barbara Loden,,DIRECTOR
92564,tm29183,Peter Breck,Johnny Barrett,ACTOR
22617,tm29183,Constance Towers,Cathy,ACTOR
37835,tm29183,Gene Evans,Boden,ACTOR
38879,tm29183,James Best,Stuart,ACTOR
35578,tm29183,Hari Rhodes,Trent,ACTOR
65881,tm29183,Larry Tucker,Pagliacci,ACTOR
84205,tm29183,Paul Dubov,Dr. Menkin,ACTOR
28905,tm29183,Chuck Roberson,Wilkes,ACTOR
134016,tm29183,Neyle Morrow,Psycho,ACTOR
31395,tm29183,John Matthews,Dr. Cristo,ACTOR
65280,tm29183,Bill Zuckert,Swanee,ACTOR
60475,tm29183,Philip Ahn,Dr. Fong,ACTOR
534057,tm29183,Frank Gerstle,Police Lieutenant,ACTOR
534969,tm29183,Rachel Romen,,ACTOR
579398,tm29183,Barbara Perry,,ACTOR
2059162,tm29183,Marlene Manners,,ACTOR
2058898,tm29183,Linda Randolph,,ACTOR
1252795,tm29183,Lucille Curtis,,ACTOR
2059196,tm29183,Jeanette Dana,,ACTOR
547894,tm29183,Marie Devereux,,ACTOR
547892,tm29183,Karen Conrad,,ACTOR
1507812,tm29183,Allison Daniell,,ACTOR
15562,tm29183,Chuck Hicks,,ACTOR
214016,tm29183,Wally Campo,,ACTOR
2022064,tm29183,Ray Baxter,,ACTOR
2059363,tm29183,Linda Barrett,,ACTOR
219491,tm29183,Harry Fleer,,ACTOR
43887,tm29183,Samuel Fuller,,DIRECTOR
33215,tm104934,Yoshitaka Zushi,Roku-Chan,ACTOR
95560,tm104934,Kin Sugai,Okuni,ACTOR
533931,tm104934,Toshiyuki Tonomura,Taro Sawagami,ACTOR
221382,tm104934,Shinsuke Minami,Ryotaro Sawagami,ACTOR
514126,tm104934,Yûko Kusunoki,Misao Sawagami,ACTOR
154224,tm104934,Junzaburō Ban,Yukichi Shima,ACTOR
219789,tm104934,Kiyoko Tange,Mrs. Shima,ACTOR
131061,tm104934,Michio Hino,Mr. Ikawa,ACTOR
533932,tm104934,Keiji Furuyama,Mr. Matsui,ACTOR
502532,tm104934,Tappei Shimokawa,Mr. Nomoto,ACTOR
57450,tm104934,Kunie Tanaka,Hatsutaro Kawaguchi,ACTOR
193834,tm104934,Jitsuko Yoshimura,Yoshie Kawaguchi,ACTOR
33196,tm104934,Hisashi Igawa,Masuo Masuda,ACTOR
426415,tm104934,Hideko Okiyama,Tatsu Masuda,ACTOR
229252,tm104934,Tatsuo Matsumura,Kyota Watanaka,ACTOR
478747,tm104934,Imari Tsuji,Otane Watanaka,ACTOR
533933,tm104934,Tomoko Yamazaki,Katsuko Watanaka,ACTOR
533934,tm104934,Masahiko Kametani,Okabe,ACTOR
219744,tm104934,Hiroshi Akutagawa,Hei,ACTOR
99585,tm104934,Tomoko Naraoka,Ochô,ACTOR
104142,tm104934,Noboru Mitani,Beggar,ACTOR
361320,tm104934,Hiroyuki Kawase,Beggar's Son,ACTOR
218252,tm104934,Akemi Negishi,Good-Looking Housewife,ACTOR
131056,tm104934,Eimei Esumi,Detective,ACTOR
529081,tm104934,Minoru Takashima,Policeman,ACTOR
33199,tm104934,Kazuo Katô,Painter,ACTOR
218836,tm104934,Michiko Araki,Restaurant proprietress,ACTOR
488441,tm104934,Toki Shiozawa,Waitress,ACTOR
149394,tm104934,Masakazu Kuwayama,Western-style restaurant owner,ACTOR
533936,tm104934,Hiroshi Kiyama,Sushi Shop Proprietor,ACTOR
95551,tm104934,Kōji Mitsui,Foodstand owner,ACTOR
95397,tm104934,Jerry Fujio,Kichi the Carpenter Bee,ACTOR
222613,tm104934,Masahiko Tanimura,Mr. Sô,ACTOR
95366,tm104934,Atsushi Watanabe,Mr. Tanba,ACTOR
57443,tm104934,Kamatari Fujiwara,Suicidal Old Man,ACTOR
223556,tm104934,Sanji Kojima,Thief,ACTOR
467506,tm104934,Kayako Sono,Kichi's Wife,ACTOR
216000,tm104934,Yoshiko Maki,2nd Wife,ACTOR
533937,tm104934,Toshiko Sakurai,3rd Wife,ACTOR
533938,tm104934,Toriko Takahara,5th Wife,ACTOR
224261,tm104934,Matsue Ono,4th Wife,ACTOR
495910,tm104934,Reiko Niimura,1st Wife,ACTOR
222614,tm104934,Akira Hitomi,1st Man Calling Out,ACTOR
533939,tm104934,Shôji Ichimura,3rd Man Calling Out,ACTOR
533940,tm104934,Shin Ibuki,5th Man Calling Out,ACTOR
513828,tm104934,Masaya Nihei,4th Man Calling Out,ACTOR
436066,tm104934,Takashi Ebata,2nd Man Calling Out,ACTOR
533943,tm104934,Minoko Kaizuka,Kumanbachi's second child (uncredited),ACTOR
29799,tm104934,Akira Kurosawa,,DIRECTOR
25096,tm47350,Natalie Wood,Wilma Dean 'Deanie' Loomis,ACTOR
20837,tm47350,Warren Beatty,Arthur 'Bud' Stamper,ACTOR
19272,tm47350,Pat Hingle,Ace Stamper,ACTOR
50273,tm47350,Audrey Christie,Mrs. Frieda Loomis,ACTOR
103155,tm47350,Barbara Loden,Virginia 'Ginny' Stamper,ACTOR
54707,tm47350,Zohra Lampert,Angelina,ACTOR
90465,tm47350,Fred Stewart,Del Loomis,ACTOR
68565,tm47350,Gary Lockwood,Allen 'Toots' Tuttle,ACTOR
73506,tm47350,Sandy Dennis,Kay,ACTOR
268120,tm47350,Joanna Roos,Mrs. Stamper,ACTOR
268121,tm47350,John McGovern,Doc Smiley,ACTOR
268123,tm47350,Jan Norris,Juanita Howard,ACTOR
268125,tm47350,Martine Bartlett,Miss Metcalf,ACTOR
32894,tm47350,Crystal Field,Hazel,ACTOR
64916,tm47350,Marla Adams,June,ACTOR
208649,tm47350,Lynn Loring,Carolyn,ACTOR
13565,tm47350,Phyllis Diller,Texas Guinan,ACTOR
223113,tm47350,Sean Garrison,Glenn,ACTOR
46073,tm47350,Charles Robinson,Johnny Masterson (uncredited),ACTOR
118852,tm47350,William Inge,Reverend Whitman (uncredited),ACTOR
531868,tm47350,Anne Caprile,Angelina (french voice),ACTOR
32174,tm47350,Elia Kazan,,DIRECTOR
26990,tm133505,Jeanne Moreau,Florence Carala,ACTOR
71746,tm133505,Maurice Ronet,Julien Tavernier,ACTOR
34070,tm133505,Georges Poujouly,Louis,ACTOR
71747,tm133505,Yori Bertin,Véronique,ACTOR
71748,tm133505,Lino Ventura,Le Commissaire Cherrier,ACTOR
71749,tm133505,Iván Petrovich,Horst Bencker,ACTOR
71751,tm133505,Elga Andersen,Frieda Bencker,ACTOR
71750,tm133505,Jean Wall,Simon Carala,ACTOR
61555,tm133505,Gérard Darrieu,Maurice,ACTOR
71752,tm133505,Micheline Bona,Geneviève,ACTOR
71753,tm133505,Charles Denner,L'Adjoint du Commissaire Cherrier,ACTOR
71754,tm133505,Félix Marten,Christian Subervie,ACTOR
71436,tm133505,Hubert Deschamps,Le Substitut du Procureur,ACTOR
34075,tm133505,Jacques Hilling,Le Garagiste,ACTOR
71755,tm133505,Marcel Journet,Le Président du Conseil d'Administration,ACTOR
71756,tm133505,François Joux,Commissaire de Police,ACTOR
46210,tm133505,Jean-Claude Brialy,Le Jeune Homme du Motel (uncredited),ACTOR
71757,tm133505,Gisèle Grandpré,Jacqueline Mauclair,ACTOR
71758,tm133505,Jacqueline Staup,Anna,ACTOR
69698,tm133505,Marcel Cuvelier,Le Réceptionniste du Motel,ACTOR
71651,tm133505,Nicolas Bataille,Un Consommateur à la Brasserie (uncredited),ACTOR
71759,tm133505,Pierre Frag,Un Consommateur à la Brasserie (uncredited),ACTOR
34077,tm133505,Christian Brocard,Un Consommateur (uncredited),ACTOR
27158,tm133505,Marcel Bernier,Un Policier au Commissariat (uncredited),ACTOR
71760,tm133505,Guy Henry,Un Inspecteur (uncredited),ACTOR
71761,tm133505,Roger Jacquet,Gaston (uncredited),ACTOR
71762,tm133505,Alice Reichen,La Fleuriste (uncredited),ACTOR
1385852,tm133505,Sylviane Aisenstein,"Yvonne, la Fille du Bar",ACTOR
1385702,tm133505,Micheline Sarfati,,ACTOR
731891,tm133505,Robert Balpo,Un Consommateur (uncredited),ACTOR
732015,tm133505,Olivier Darrieux,Le Chauffeur (uncredited),ACTOR
1158172,tm133505,Lucien Desagneaux,Un Journaliste (uncredited),ACTOR
1371823,tm133505,Pierre Devilder,Petit Rôle (uncredited),ACTOR
34590,tm133505,Louis Malle,,DIRECTOR
14924,tm47884,Harriet Andersson,Karin,ACTOR
23725,tm47884,Gunnar Björnstrand,David,ACTOR
3288,tm47884,Max von Sydow,Martin,ACTOR
72117,tm47884,Lars Passgård,Minus,ACTOR
23732,tm47884,Ingmar Bergman,,DIRECTOR
37177,tm72207,Yves Montand,"The Deputy, a doctor",ACTOR
21795,tm72207,Irene Papas,"Hélène, wife of the Deputy",ACTOR
40234,tm72207,Jean-Louis Trintignant,Examining Magistrate,ACTOR
28065,tm72207,Jacques Perrin,Photojournalist,ACTOR
71753,tm72207,Charles Denner,"Manuel, friend of the Deputy, lawyer",ACTOR
28104,tm72207,François Périer,Public Prosecutor,ACTOR
28570,tm72207,Bernard Fresson,"Matt, friend of the Deputy, lawyer",ACTOR
203173,tm72207,Pierre Dux,Gendarmerie General Missou,ACTOR
132309,tm72207,Georges Géret,Nick,ACTOR
41416,tm72207,Magali Noël,Nick's Sister,ACTOR
81513,tm72207,Marcel Bozzuffi,Vago,ACTOR
41981,tm72207,Julien Guiomar,Gendarmerie Colonel,ACTOR
71682,tm72207,Renato Salvatori,Yago,ACTOR
26993,tm72207,Jean Bouise,"Deputy Georges Pirou, friend of the Deputy",ACTOR
524947,tm72207,Clotilde Joano,Shoula,ACTOR
133749,tm72207,Maurice Baquet,Heroic Bricklayer,ACTOR
2288741,tm72207,Habib Reda,Deputy Public Prosecutor,ACTOR
521254,tm72207,Hassan El-Hassani,General's Chauffeur,ACTOR
61555,tm72207,Gérard Darrieu,"Barone, activist of the CROC",ACTOR
296804,tm72207,Jean-Pierre Miquel,"Pierre, a lawyer",ACTOR
324951,tm72207,Sid Ahmed Agoumi,Gendarmerie Officer,ACTOR
73397,tm72207,Jean Dasté,"Illya Coste, chauffeur",ACTOR
92572,tm72207,Van Doude,Hospital Director,ACTOR
541434,tm72207,Jean-François Gobbi,"Jimmy, the boxer",ACTOR
522282,tm72207,Guy Mairesse,Dumas aka The Russian,ACTOR
296808,tm72207,Andrée Tainsy,Nick's Mother,ACTOR
296801,tm72207,Eva Simonet,"Niki, the Prosecutor's Daughter",ACTOR
46532,tm72207,François Chaumette,(voice),ACTOR
505482,tm72207,Allel El Mouhib,,ACTOR
471588,tm72207,José Artur,Editor-in-chief of the newspaper (uncredited),ACTOR
116317,tm72207,Raoul Coutard,English Surgeon (uncredited),ACTOR
144106,tm72207,Steve Gadler,English Photographer (uncredited),ACTOR
100519,tm72207,Gabriel Jabbour,"Bozzini, secretary of the investigating judge (uncredited)",ACTOR
500068,tm72207,Georges Rouquier,Attorney General (uncredited),ACTOR
52956,tm72207,Costa-Gavras,,DIRECTOR
23724,tm79826,Ingrid Thulin,Thea Winkelmann,ACTOR
25603,tm79826,Anders Ek,Sebastian Fisher,ACTOR
23725,tm79826,Gunnar Björnstrand,Hans Winkelmann,ACTOR
535755,tm79826,Erik Hell,Judge Dr. Abrahamson,ACTOR
23732,tm79826,Ingmar Bergman,Priest,ACTOR
23732,tm79826,Ingmar Bergman,,DIRECTOR
35337,tm47786,Charles Aznavour,Charlie Kohler/Edouard Saroyan,ACTOR
41244,tm47786,Marie Dubois,Léna,ACTOR
262016,tm47786,Nicole Berger,Thérèse Saroyan,ACTOR
45154,tm47786,Michèle Mercier,Clarisse,ACTOR
524364,tm47786,Serge Davri,Plyne,ACTOR
75052,tm47786,Claude Mansard,Momo,ACTOR
84523,tm47786,Richard Kanayan,Fido Saroyan,ACTOR
39540,tm47786,Albert Rémy,Chico Saroyan,ACTOR
554437,tm47786,Jean-Jacques Aslanian,Richard Saroyan,ACTOR
60627,tm47786,Daniel Boulanger,Ernest,ACTOR
554436,tm47786,Claude Heymann,Lars Schmeel,ACTOR
539044,tm47786,Alex Joffé,Passerby,ACTOR
46565,tm47786,Boby Lapointe,Le chanteur,ACTOR
538804,tm47786,Catherine Lutz,Mammy,ACTOR
549885,tm47786,Laure Paillette,La mère (uncredited),ACTOR
71293,tm47786,Alice Sapritch,Concierge (uncredited),ACTOR
12074,tm47786,François Truffaut,,DIRECTOR
92846,tm81844,Giulietta Masina,Giulietta Boldrini,ACTOR
20556,tm81844,Sandra Milo,Suzy / Iris / Fanny,ACTOR
71613,tm81844,Mario Pisu,Giorgio (Giulietta's husband),ACTOR
1051,tm81844,Valentina Cortese,Valentina,ACTOR
598614,tm81844,Valeska Gert,Pijma,ACTOR
81382,tm81844,José Luis de Vilallonga,Giorgio's friend,ACTOR
91874,tm81844,Friedrich von Ledebur,Medium,ACTOR
65768,tm81844,Caterina Boratto,Giulietta's mother,ACTOR
40370,tm81844,Lou Gilbert,Grandfather,ACTOR
542010,tm81844,Luisa Della Noce,Adele,ACTOR
444419,tm81844,Silvana Jachino,Dolores,ACTOR
80903,tm81844,Milena Vukotić,Elisabetta - the maid,ACTOR
545698,tm81844,Dany París,Desperate friend,ACTOR
508283,tm81844,Anne Francine,Psychodramatist,ACTOR
71941,tm81844,Sylva Koscina,Sylva,ACTOR
545699,tm81844,Elena Fondra,Elena,ACTOR
522313,tm81844,Anita Sanders,Susy's Guest,ACTOR
545362,tm81844,Mary Arden,TV Actress,ACTOR
82660,tm81844,Cesarino Miceli Picardi,Friend of Giorgio,ACTOR
252293,tm81844,Robert Wolders,Corpse at Suzy's party,ACTOR
207798,tm81844,Fred Williams,Principe,ACTOR
221353,tm81844,George Ardisson,Dolores' model,ACTOR
2157804,tm81844,Elisabetta Gray,Teresina,ACTOR
35522,tm81844,Alberto Plebani,Occhio di Lince,ACTOR
82661,tm81844,Yvonne Casadei,Lola,ACTOR
82658,tm81844,Mario Conocchia,Avvocato,ACTOR
2158111,tm81844,Federico Valli,Agente di Occhio di Lince,ACTOR
652992,tm81844,Asoka Rubener,Bhisma's helper,ACTOR
2158730,tm81844,Alba Cancellieri,Giulitetta (child),ACTOR
563591,tm81844,Sujata Rubener,Bhisma's helper,ACTOR
545369,tm81844,Alberto Cevenini,,ACTOR
20558,tm81844,Federico Fellini,,DIRECTOR
15246,tm187009,Orson Welles,Self,ACTOR
596473,tm187009,Oja Kodar,The Girl,ACTOR
859561,tm187009,Elmyr de Hory,Self,ACTOR
65150,tm187009,Clifford Irving,Self,ACTOR
57252,tm187009,Laurence Harvey,Self,ACTOR
994909,tm187009,Edith Irving,Self,ACTOR
994911,tm187009,David Walsh,Self,ACTOR
15257,tm187009,Paul Stewart,Self,ACTOR
994796,tm187009,Richard Wilson,Self,ACTOR
15248,tm187009,Joseph Cotten,Self,ACTOR
214216,tm187009,Howard Hughes,Self (archive footage),ACTOR
2578223,tm187009,Richard Drewett,Self,ACTOR
207976,tm187009,Alexander Welles,Self,ACTOR
217335,tm187009,Gary Graver,Self,ACTOR
127726,tm187009,Andrés Vicente Gómez,Self,ACTOR
994802,tm187009,Julio Palinkas,Self,ACTOR
994803,tm187009,Françoise Widhoff,Self,ACTOR
18133,tm187009,Peter Bogdanovich,Self,ACTOR
15247,tm187009,William Alland,Self,ACTOR
994804,tm187009,Mark Forgy,Self,ACTOR
30468,tm187009,Nina van Pallandt,Self,ACTOR
15246,tm187009,Orson Welles,,DIRECTOR
7548,tm153192,Peter O'Toole,Jack 14th Earl of Gurney,ACTOR
133805,tm153192,Alastair Sim,Bishop Lampton,ACTOR
105978,tm153192,Arthur Lowe,Tucker,ACTOR
32220,tm153192,Harry Andrews,13th Earl of Gurney,ACTOR
1058,tm153192,Coral Browne,Lady Claire Gurney,ACTOR
81453,tm153192,Michael Bryant,Dr. Herder,ACTOR
39224,tm153192,Nigel Green,McKyle,ACTOR
221198,tm153192,William Mervyn,Sir Charles Gurney,ACTOR
47439,tm153192,Carolyn Seymour,Grace Shelley,ACTOR
34608,tm153192,James Villiers,Dinsdale,ACTOR
70617,tm153192,Kay Walsh,Mrs. Piggott-Jones,ACTOR
244407,tm153192,Patsy Byrne,Mrs. Treadwell,ACTOR
52425,tm153192,Graham Crowden,Truscott,ACTOR
522967,tm153192,Hugh Burden,Matthew Peake,ACTOR
109879,tm153192,James Grout,Inspector Brockett,ACTOR
55444,tm153192,James Hazeldine,Fraser,ACTOR
2643594,tm153192,Joan Cooper,Nurse Brice,ACTOR
1518728,tm153192,Hugh Owens,Toastmaster,ACTOR
534308,tm153192,Henry Woolf,Inmate,ACTOR
549654,tm153192,Griffith Davies,Inmate,ACTOR
62218,tm153192,Oliver MacGreevy,Inmate,ACTOR
213914,tm153192,Neil Kennedy,Dr. Herder's Assistant,ACTOR
522157,tm153192,Cyril Appleton,McKyle's Assistant,ACTOR
2030,tm153192,Leslie Schofield,McKyle's Assistant,ACTOR
72370,tm153192,Declan Mulholland,Poacher,ACTOR
150877,tm153192,Ronald Adam,Lord,ACTOR
553546,tm153192,Julian D'Albie,Lord,ACTOR
555943,tm153192,Llewellyn Rees,Lord,ACTOR
518882,tm153192,Kenneth Benda,Lord Chancellor,ACTOR
1040195,tm153192,Lewis Alexander,Lord (uncredited),ACTOR
713348,tm153192,Ernest Blyth,Lord (uncredited),ACTOR
703887,tm153192,Terence Conoley,Lord (uncredited),ACTOR
35213,tm153192,George Hilsdon,Lord (uncredited),ACTOR
12937,tm153192,Margaret Lacey,Midwife (uncredited),ACTOR
2643278,tm153192,Mike Reynell,Gurney Village Pedestrian (uncredited),ACTOR
41393,tm153192,Robert Rietti,Various Roles (voice) (uncredited),ACTOR
708257,tm153192,Guy Standeven,Peer (uncredited),ACTOR
1518182,tm153192,John Tatham,Lord (uncredited),ACTOR
2114,tm153192,Fred Wood,Corpse (uncredited),ACTOR
64526,tm153192,Peter Medak,,DIRECTOR
38802,tm105881,Dirk Bogarde,Maximilian Theo Aldorfer,ACTOR
21134,tm105881,Charlotte Rampling,Lucia Atherton,ACTOR
63100,tm105881,Philippe Leroy,Klaus,ACTOR
53608,tm105881,Gabriele Ferzetti,Hans,ACTOR
719297,tm105881,Giuseppe Addobbati,Stumm,ACTOR
72091,tm105881,Isa Miranda,Countess Stein,ACTOR
117328,tm105881,Nino Bignamini,Adolph,ACTOR
71612,tm105881,Marino Masé,Atherton,ACTOR
117329,tm105881,Amadeo Amodio,Bert,ACTOR
224211,tm105881,Piero Vida,Day Porter,ACTOR
215113,tm105881,Geoffrey Copleston,Kurt,ACTOR
525491,tm105881,Manfred Freyberger,Dobson,ACTOR
525292,tm105881,Ugo Cardea,Mario,ACTOR
2354609,tm105881,Hilda Gunther,Greta,ACTOR
98356,tm105881,Nora Ricci,The Neighbor,ACTOR
105379,tm105881,Piero Mazzinghi,Concierge,ACTOR
818424,tm105881,Kai-Siegfried Seefeld,Jacob,ACTOR
218153,tm105881,Luigi Antonio Guerra,Bit role (uncredited),ACTOR
2418488,tm105881,Carlo Mangano,Porter (uncredited),ACTOR
73480,tm105881,Liliana Cavani,,DIRECTOR
149557,tm185165,Meiko Kaji,Yuki Kashima,ACTOR
218248,tm185165,Toshio Kurosawa,Ryūrei Ashio,ACTOR
218249,tm185165,Masaaki Daimon,Gō Kashima,ACTOR
133765,tm185165,Miyoko Akaza,Sayo Kashima,ACTOR
218250,tm185165,Shinichi Uchida,Shirô Kashima,ACTOR
203252,tm185165,Takeo Chii,Tokuichi Shôkei,ACTOR
218251,tm185165,Noboru Nakaya,Banzô Takemura,ACTOR
188298,tm185165,Yoshiko Nakada,Kobue Takemura,ACTOR
218252,tm185165,Akemi Negishi,Tajire no Okiku,ACTOR
218253,tm185165,Kaoru Kusuda,Tora Kobayashi,ACTOR
1040685,tm185165,Mayumi Maemura,Young Yuki,ACTOR
61440,tm185165,Eiji Okada,Gishirō Tsukamoto,ACTOR
95369,tm185165,Kō Nishimura,Priest Dokai,ACTOR
218254,tm185165,Sanae Nakahara,Okono Kitahama,ACTOR
113412,tm185165,Hōsei Komatsu,Genzô Shibayama,ACTOR
218255,tm185165,Makoto Matsuzaki,Daikashi,ACTOR
218256,tm185165,Hiroshi Hasegawa,Daihachi Kachime,ACTOR
174691,tm185165,Takehiko Ono,,ACTOR
95738,tm185165,Hitoshi Takagi,Matsuemon,ACTOR
1040686,tm185165,Kenji Ôkura,Henchman,ACTOR
150308,tm185165,Ichiro Kijima,,ACTOR
95375,tm185165,Shôichi Hirose,,ACTOR
181373,tm185165,Kai Atō,Henchman,ACTOR
174320,tm185165,Toshiya Fujita,,DIRECTOR
88851,tm108603,Brigitte Mira,Emmi Kurowski,ACTOR
609346,tm108603,El Hedi ben Salem,Ali,ACTOR
75485,tm108603,Irm Hermann,Krista,ACTOR
121381,tm108603,Barbara Valentin,Barbara,ACTOR
149462,tm108603,Elma Karlowa,Mrs. Kargus,ACTOR
524351,tm108603,Anita Bucher,Mrs. Ellis,ACTOR
1958019,tm108603,Gusti Kreissl,Paula,ACTOR
524352,tm108603,Doris Mattes,Mrs. Angermayer,ACTOR
150995,tm108603,Margit Symo,Hedwig,ACTOR
524354,tm108603,Katharina Herberg,Bardame,ACTOR
229100,tm108603,Lilo Pempeit,Mrs. Munchmeyer,ACTOR
135974,tm108603,Walter Sedlmayr,Mr. Angermayer,ACTOR
88848,tm108603,Rainer Werner Fassbinder,Eugen,ACTOR
108340,tm108603,Karl Scheydt,Albert,ACTOR
524355,tm108603,Peter Gauhe,Bruno,ACTOR
132675,tm108603,Marquard Bohm,Gruber,ACTOR
44990,tm108603,Hark Bohm,Doctor,ACTOR
88844,tm108603,Kurt Raab,Car mechanic,ACTOR
88848,tm108603,Rainer Werner Fassbinder,,DIRECTOR
190507,tm122614,Tatyana Samoylova,Veronika,ACTOR
478098,tm122614,Aleksey Batalov,Boris Fyodorovich Borozdin,ACTOR
62817,tm122614,Vasili Merkuryev,Fyodor Ivanovich Borozdin,ACTOR
551266,tm122614,Aleksandr Shvorin,Mark Aleksandrovich Borozdin,ACTOR
517250,tm122614,Svetlana Kharitonova,Irina Fyodorovna Borozdina,ACTOR
558620,tm122614,Konstantin Kadochnikov,Volodya,ACTOR
495248,tm122614,Valentin Zubkov,Stepan,ACTOR
530735,tm122614,Antonina Bogdanova,"Varvara Kapitanova, Boris and Irina's Grandmother",ACTOR
549991,tm122614,Boris Kokovkin,Nikolay Nikolayevich Chernov,ACTOR
558621,tm122614,Ekaterina Kupriyanova,Anna Mikhaylovna Lebedeva,ACTOR
329183,tm122614,Valentina Ananina,Lyuba,ACTOR
221332,tm122614,Valentina Vladimirova,Woman Soldier,ACTOR
558623,tm122614,Olga Dzisko,Dasha,ACTOR
558624,tm122614,Leonid Knyazev,Sachkov,ACTOR
496301,tm122614,Georgiy Kulikov,Anatoliy Aleksandrovich Kuzmin,ACTOR
39238,tm122614,Daniil Netrebin,Wounded Man,ACTOR
1372096,tm122614,Aleksandr Popov,Borya,ACTOR
1371811,tm122614,Irina Preis,Antonina Nikolayevna Monastyrskaya,ACTOR
544677,tm122614,Nikolay Smorchkov,Zakharov,ACTOR
558626,tm122614,Galina Stepanova,Veronika's Mother,ACTOR
558622,tm122614,Klarina Frolova-Vorontsova,Guest at Party,ACTOR
557006,tm122614,Georgiy Shamshurin,"Aleksey, Veronika's Father",ACTOR
1546119,tm122614,Leonid Alekseyev,Old Man (uncredited),ACTOR
199462,tm122614,Valentina Berezutskaya,"Lyusya, Snub-Nosed Girl on Wires (uncredited)",ACTOR
213909,tm122614,Maya Bulgakova,Greeter Woman on Station (uncredited),ACTOR
1546136,tm122614,Lidiya Vinogradova,Woman Soldier (uncredited),ACTOR
1400248,tm122614,Lidiya Genel-Ablova,Old Woman (uncredited),ACTOR
950487,tm122614,Aleksandr Degtyar,Soldier with Child (uncredited),ACTOR
1569242,tm122614,Anatoliy Dudorov,Military Man (uncredited),ACTOR
1655484,tm122614,Tamara Evgeneva-Ivanova,Guest at Party (uncredited),ACTOR
777540,tm122614,Иван Залесский,(uncredited),ACTOR
1399261,tm122614,Anna Zargitckaia,Palyukaitis (uncredited),ACTOR
2221562,tm122614,Maria Klyuchareva,Greeter Woman on Station (uncredited),ACTOR
2221375,tm122614,Yuri Komissarov,Wounded Man in Hospital (uncredited),ACTOR
553075,tm122614,Yevgeni Kudryashov,Guest at Party (uncredited),ACTOR
1831080,tm122614,Aleksandr Kuznetsov,(uncredited),ACTOR
2221908,tm122614,Yevgeniya Lyzhina,(uncredited),ACTOR
556780,tm122614,Alevtina Rumyantseva,Young Woman (uncredited),ACTOR
1532318,tm122614,Mikhail Semenikhin,Wounded Man in Hospital (uncredited),ACTOR
136863,tm122614,Lyubov Sokolova,Woman Soldier (uncredited),ACTOR
1372125,tm122614,Lyubov Studneva,Stepan's Mother (uncredited),ACTOR
887238,tm122614,Vasiliy Fushchich,Wounded Man in Hospital (uncredited),ACTOR
991980,tm122614,Vasiliy Tsygankov,Soldier (uncredited),ACTOR
411623,tm122614,Mikhail Kalatozov,,DIRECTOR
62444,tm1859,Marina Vlady,Juliette Jeanson,ACTOR
42653,tm1859,Anny Duperey,Marianne,ACTOR
62443,tm1859,Roger Montsoret,Robert Jeanson,ACTOR
62445,tm1859,Raoul Lévy,"John Bogus, the American",ACTOR
62446,tm1859,Jean Narboni,Roger,ACTOR
204424,tm1859,Yves Beneyton,Young man,ACTOR
46832,tm1859,Juliet Berto,Girl talking to Robert,ACTOR
1654875,tm1859,Helena Bielicic,Girl in Bath,ACTOR
205081,tm1859,Christophe Bourseiller,Christophe Jeanson,ACTOR
1654882,tm1859,Marie Bourseiller,Solange Jeanson,ACTOR
104227,tm1859,Marie Cardinal,,ACTOR
1654886,tm1859,Robert Chevassu,Meter reader,ACTOR
62442,tm1859,Joseph Gehrard,Monsieur Gérard,ACTOR
43895,tm1859,Jean-Luc Godard,Narrator (voice),ACTOR
541520,tm1859,Blandine Jeanson,Girl,ACTOR
1654889,tm1859,Benjamin Jules-Rosette,Man in basement,ACTOR
1044403,tm1859,Jean-Pierre Laverne,Author,ACTOR
507658,tm1859,Jean-Patrick Lebel,Pécuchet,ACTOR
1654898,tm1859,Anna Manga,Woman in basement,ACTOR
37465,tm1859,Claude Miller,Bouvard,ACTOR
1654917,tm1859,Hélène Scott,Girl playing pinball,ACTOR
43895,tm1859,Jean-Luc Godard,,DIRECTOR
106031,tm135038,Emma Gramatica,La vecchia Lolotta,ACTOR
