person_id,id,name,character,role
25603,tm153746,Anders Ek,Isak,ACTOR
129686,tm153746,Henning Moritzen,Joakim,ACTOR
129547,tm153746,Georg Årlin,Fredrik,ACTOR
23732,tm153746,Ingmar Bergman,Narrator (voice),ACTOR
977915,tm153746,Ingrid Sandell,Girl at a Family Gathering (uncredited),ACTOR
977694,tm153746,Ingrid Bergman,Spectator,ACTOR
945975,tm153746,Linn Ullmann,Maria's Daughter,ACTOR
25599,tm153746,Inga Gill,Storyteller,ACTOR
444458,tm153746,Marianne Aubert,,ACTOR
110527,tm153746,Rossana Mariano,Young Agnes (uncredited),ACTOR
520159,tm153746,Malin Gjörup,Anna's Daughter (uncredited),ACTOR
25619,tm153746,Lena Bergman,Young Maria (uncredited),ACTOR
1005253,tm153746,Ann-Christin Lobråten,Spectator (uncredited),ACTOR
1126718,tm153746,Börje Lundh,Spectator (uncredited),ACTOR
72659,tm153746,Lars-Owe Carlberg,Spectator (uncredited),ACTOR
1937161,tm153746,Monika Priede,Young Karin (uncredited),ACTOR
23732,tm153746,Ingmar Bergman,,DIRECTOR
34830,tm186978,Monica Vitti,Giuliana,ACTOR
4431,tm186978,Richard Harris,Corrado Zeller,ACTOR
547664,tm186978,Carlo Chionetti,Ugo,ACTOR
219447,tm186978,Xenia Valderi,Linda,ACTOR
217756,tm186978,Rita Renoir,Emilia,ACTOR
547667,tm186978,Lili Rheims,Telescope Operator's Wife,ACTOR
547665,tm186978,Aldo Grotti,Max,ACTOR
540967,tm186978,Valerio Bartoleschi,Valerio,ACTOR
1683558,tm186978,Emanuela Pala Carboni,Girl in Fable,ACTOR
1683136,tm186978,Giuliano Missirini,Radio Telescope Operator,ACTOR
869986,tm186978,Bruno Borghi,,ACTOR
2267549,tm186978,Beppe Conti,,ACTOR
2267400,tm186978,Giulio Cotignoli,,ACTOR
2267802,tm186978,Giovanni Lolli,,ACTOR
2267433,tm186978,Hiram Mino Madonia,,ACTOR
2267448,tm186978,Arturo Parmiani,,ACTOR
2267710,tm186978,Carla Ravasi,Jole,ACTOR
2267431,tm186978,Ivo Scherpiani,,ACTOR
502086,tm186978,Bruno Scipioni,,ACTOR
34834,tm186978,Michelangelo Antonioni,,DIRECTOR
65230,tm93726,Chris Makepeace,Clifford Peache,ACTOR
4704,tm93726,Adam Baldwin,Ricky Linderman,ACTOR
13138,tm93726,Matt Dillon,Melvin Moody,ACTOR
1309813,tm93726,Paul Quandt,Carson,ACTOR
113327,tm93726,Hank Salas,Mike,ACTOR
1117,tm93726,Joan Cusack,Shelley,ACTOR
501837,tm93726,Dean R. Miller,Hightower,ACTOR
2037110,tm93726,Tim Reyna,Koontz,ACTOR
2037182,tm93726,Richard Bradley,Dubrow,ACTOR
2037240,tm93726,Denise Baske,Leilani,ACTOR
2037220,tm93726,Vicky Nelson,Freddy,ACTOR
1625925,tm93726,Tom Rielly,Reissman,ACTOR
2037108,tm93726,Paul Charbonneau,Allen,ACTOR
2037233,tm93726,Laura Salenger,Girl,ACTOR
2037237,tm93726,Bert Hoddinott,Burt,ACTOR
2037095,tm93726,Cindy Russ,Cheerleader No. 1,ACTOR
2037266,tm93726,Laurie McEathron,Cheerleader No. 2,ACTOR
2037091,tm93726,Lori Mandell,Crying Girl,ACTOR
4764,tm93726,Dean Devlin,Boy,ACTOR
34453,tm93726,Ruth Gordon,Gramma,ACTOR
217,tm93726,Martin Mull,Mr. Peache,ACTOR
15275,tm93726,John Houseman,Dobbs,ACTOR
63569,tm93726,Craig Richard Nelson,Griffith,ACTOR
486303,tm93726,Kathryn Grody,Ms. Jump,ACTOR
10755,tm93726,Dick Cusack,Principal Roth,ACTOR
2029196,tm93726,Dorothy Scott,Librarian,ACTOR
1922288,tm93726,Angelo Anthony Buscaglia Jr.,Basketball Coach,ACTOR
2037063,tm93726,Kitt York,Stewardess,ACTOR
64908,tm93726,Marge Kotlisky,Mrs. Linderman,ACTOR
53544,tm93726,Tim Kazurinsky,Workman,ACTOR
2037143,tm93726,Bill Koza,Mr. Dunphy,ACTOR
2037076,tm93726,Vivian Smolen,Mrs. Dunphy,ACTOR
15074,tm93726,Bruce Jarchow,Roberto,ACTOR
2037159,tm93726,Andrea Dillon,Hostess,ACTOR
2037242,tm93726,Leonard Mack,Custodian,ACTOR
33593,tm93726,George Wendt,Engineer,ACTOR
2037088,tm93726,Jerome Myers,Counterman,ACTOR
2037292,tm93726,Freddy Moss,2nd Counterman,ACTOR
2037121,tm93726,Joseph Cohn,3rd Counterman,ACTOR
1123453,tm93726,Pat Billingsley,Biology Teacher,ACTOR
2037019,tm93726,Barbara Hoddinott,Teacher in Hallway,ACTOR
2037171,tm93726,Eddie Gomez,Eddie,ACTOR
22956,tm93726,Jennifer Beals,Clifford's Friend (uncredited),ACTOR
1013944,tm93726,Sandra Bogan,Joan (uncredited),ACTOR
5583,tm93726,Gary Houston,Drunk in the Park (uncredited),ACTOR
1360517,tm93726,Beth Lane,Tap Dancer (uncredited),ACTOR
640996,tm93726,Steven Rozic,Hotel Doorman (uncredited),ACTOR
26255,tm93726,Tony Bill,,DIRECTOR
49198,tm12101,Ron Moody,Fagin,ACTOR
49199,tm12101,Shani Wallis,Nancy,ACTOR
6451,tm12101,Oliver Reed,Bill Sikes,ACTOR
49201,tm12101,Harry Secombe,Mr. Bumble,ACTOR
32629,tm12101,Joseph O'Conor,Mr. Brownlow,ACTOR
49203,tm12101,Peggy Mount,Mrs. Bumble,ACTOR
49204,tm12101,Hylda Baker,Mrs. Sowerberry,ACTOR
49205,tm12101,Megs Jenkins,Mrs. Bedwin,ACTOR
21105,tm12101,Leonard Rossiter,Sowerberry,ACTOR
16370,tm12101,James Hayter,Mr. Jessop,ACTOR
104435,tm12101,Sheila White,Bet,ACTOR
22113,tm12101,Kenneth Cranham,Noah Claypole,ACTOR
13680,tm12101,Hugh Griffith,The Magistrate,ACTOR
49202,tm12101,Mark Lester,Oliver,ACTOR
49200,tm12101,Jack Wild,The Artful Dodger,ACTOR
153940,tm12101,Wensley Pithey,Dr. Grimwig,ACTOR
531386,tm12101,Elizabeth Knight,Charlotte,ACTOR
34514,tm12101,Fred Emney,Chairman - Workhouse,ACTOR
534277,tm12101,Edwin Finn,Pauper - Workhouse,ACTOR
17033,tm12101,Roy Evans,Pauper - Workhouse,ACTOR
198573,tm12101,Norman Mitchell,Arresting Policeman,ACTOR
358058,tm12101,Robert Bartlett,Fagin's Boy,ACTOR
1035600,tm12101,Graham Buttrose,Fagin's Boy,ACTOR
1035556,tm12101,Jeffrey Chandler,Fagin's Boy,ACTOR
1035554,tm12101,Kirk Clugeston,Fagin's Boy,ACTOR
1035557,tm12101,Dempsey Cook,Fagin's Boy,ACTOR
1035559,tm12101,Christopher Duff,Fagin's Boy,ACTOR
1035560,tm12101,Nigel Grice,Fagin's Boy,ACTOR
550381,tm12101,Ronnie Johnson,Fagin's Boy,ACTOR
1035469,tm12101,Nigel Kingsley,Fagin's Boy,ACTOR
1035467,tm12101,Robert Langley,Fagin's Boy,ACTOR
1035464,tm12101,Brian Lloyd,Fagin's Boy,ACTOR
1035470,tm12101,Peter Lock,Fagin's Boy,ACTOR
1035468,tm12101,Clive Moss,Fagin's Boy,ACTOR
536550,tm12101,Ian Ramsey,Fagin's Boy,ACTOR
1035466,tm12101,Peter Renn,Fagin's Boy,ACTOR
1035471,tm12101,Billy Smith,Fagin's Boy,ACTOR
708248,tm12101,Kim Smith,Fagin's Boy,ACTOR
1035473,tm12101,Freddie Stead,Fagin's Boy,ACTOR
1035474,tm12101,Raymond Ward,Fagin's Boy,ACTOR
1035465,tm12101,John Watters,Fagin's Boy,ACTOR
20042,tm12101,Carol Reed,,DIRECTOR
536635,tm71397,Tomonori Yazaki,Ichirō Miki,ACTOR
95376,tm71397,Hideyo Amamoto,Toy Consultant Shinpei Inami,ACTOR
57452,tm71397,Sachio Sakai,Bank Robber Senbayashi,ACTOR
522180,tm71397,Kazuo Suzuki,Bank Robber Okuda,ACTOR
203088,tm71397,Kenji Sahara,Kenkichi 'Tack' Miki (Ichiro's Father),ACTOR
495830,tm71397,Machiko Naka,Tamie Miki (Ichiro's Mother),ACTOR
507561,tm71397,Shigeki Ishida,Landlord,ACTOR
536636,tm71397,Midori Uchiyama,Minilla (voice),ACTOR
95554,tm71397,Yoshifumi Tajima,Detective,ACTOR
531773,tm71397,Chōtarō Tōgin,Assistant Detective,ACTOR
57456,tm71397,Yutaka Sada,Train Engineer,ACTOR
531774,tm71397,Yutaka Nakayama,Billboard Painter,ACTOR
95365,tm71397,Ikio Sawamura,Bartender,ACTOR
224397,tm71397,Haruo Nakajima,Godzilla,ACTOR
536640,tm71397,'Little Man' Machan,Minilla,ACTOR
536639,tm71397,Yû Sekita,Gabara,ACTOR
403039,tm71397,Osman Yusuf,Plane Passenger,ACTOR
1421328,tm71397,Hidemi Ito,Sachiko,ACTOR
1421577,tm71397,Junichi Ito,"Sanko (Gabara, the Boy)",ACTOR
33227,tm71397,Ishirō Honda,,DIRECTOR
37177,tm103236,Yves Montand,Mario Livi,ACTOR
28361,tm103236,Charles Vanel,Mr. Jo,ACTOR
37178,tm103236,Peter van Eyck,Bimba,ACTOR
37179,tm103236,Folco Lulli,Luigi,ACTOR
34062,tm103236,Véra Clouzot,Linda,ACTOR
37180,tm103236,Antonio Centa,Camp Chief,ACTOR
37181,tm103236,Luis De Lima,Bernardo,ACTOR
37182,tm103236,Jo Dest,Hans Smerloff,ACTOR
37183,tm103236,Darío Moreno,Pepito Hernandez,ACTOR
35487,tm103236,William Tubbs,Bill O'Brien,ACTOR
37186,tm103236,Darling Légitimus,Rosa,ACTOR
37184,tm103236,Grégoire Gromoff,,ACTOR
37185,tm103236,Joseph Palau-Fabre,,ACTOR
37187,tm103236,François Valorbe,(uncredited),ACTOR
671701,tm103236,Pat Hurst,(uncredited),ACTOR
34085,tm103236,Henri-Georges Clouzot,,DIRECTOR
105993,tm135863,Setsuko Hara,Noriko Mamiya,ACTOR
43843,tm135863,Chishū Ryū,Koichi Mamiya,ACTOR
224020,tm135863,Chikage Awashima,Aya Tamura,ACTOR
43842,tm135863,Kuniko Miyake,Fumiko Mamiya,ACTOR
150900,tm135863,Ichirō Sugai,Shukichi Mamiya,ACTOR
137292,tm135863,Chieko Higashiyama,Shige Mamiya,ACTOR
105995,tm135863,Haruko Sugimura,Tami Yabe,ACTOR
210934,tm135863,Kuniko Igawa,Takako,ACTOR
131177,tm135863,Hiroshi Nihon'yanagi,Kenkichi Yabe,ACTOR
153555,tm135863,Shūji Sano,Sotaro Satake,ACTOR
106005,tm135863,Toyo Takahashi,Nobu Tamura,ACTOR
105778,tm135863,Seiji Miyaguchi,Nishiwaki,ACTOR
105763,tm135863,Kokuten Kōdō,,ACTOR
557120,tm135863,Matsuko Shiga,,ACTOR
553460,tm135863,Tomoka Hasebe,,ACTOR
1265450,tm135863,Zen Murase,,ACTOR
106013,tm135863,Yasujirō Ozu,,DIRECTOR
15246,tm113170,Orson Welles,Gregory Arkadin,ACTOR
30857,tm113170,Michael Redgrave,Burgomil Trebitsch,ACTOR
74937,tm113170,Patricia Medina,Mily,ACTOR
35457,tm113170,Akim Tamiroff,Jakob Zouk,ACTOR
47760,tm113170,Mischa Auer,The Professor,ACTOR
561356,tm113170,Paola Mori,Raina Arkadin,ACTOR
37178,tm113170,Peter van Eyck,Thaddeus,ACTOR
28669,tm113170,Grégoire Aslan,Bracco,ACTOR
94042,tm113170,Katina Paxinou,Sophie,ACTOR
39537,tm113170,Suzanne Flon,Baroness Nagel,ACTOR
73949,tm113170,Robert Arden,Guy Van Stratten,ACTOR
71605,tm113170,Jack Watling,Marquis of Rutleigh,ACTOR
557943,tm113170,Frédéric O'Brady,Oscar,ACTOR
45714,tm113170,Tamara Shayne,Woman in Apartment,ACTOR
13688,tm113170,Terence Longdon,Secretary,ACTOR
129387,tm113170,Annabel Buffet,Parisian woman with bread,ACTOR
10079,tm113170,Gert Fröbe,First Policeman - Munich,ACTOR
123115,tm113170,Eduard Linkers,Second Policeman - Munich,ACTOR
561357,tm113170,Manuel Requena,General Martinez,ACTOR
15246,tm113170,Orson Welles,,DIRECTOR
51186,tm100656,Brigitte Bardot,Juliette Hardy,ACTOR
40234,tm100656,Jean-Louis Trintignant,Michel Tardieu,ACTOR
32221,tm100656,Curd Jürgens,Eric Carradine,ACTOR
71635,tm100656,Jane Marken,Madame Morin,ACTOR
42673,tm100656,Jean Tissier,M. Vigier-Lefranc,ACTOR
553910,tm100656,Isabelle Corey,Lucienne,ACTOR
559992,tm100656,Jacqueline Ventura,Mme Vigier-Lefranc,ACTOR
79216,tm100656,Christian Marquand,Antoine Tardieu,ACTOR
34070,tm100656,Georges Poujouly,Christian Tardieu,ACTOR
34073,tm100656,Jean Lefebvre,le jeune danseur qui fait tapisserie,ACTOR
40219,tm100656,Jacques Ciron,Le secrétaire d'Eric,ACTOR
551245,tm100656,Paul Faivre,M. Morin,ACTOR
152404,tm100656,Marie Glory,Mme. Tardieu,ACTOR
91122,tm100656,Léopoldo Francès,Le danseur,ACTOR
75801,tm100656,Roger Vadim,,DIRECTOR
72954,tm188620,Françoise Dorléac,Nicole,ACTOR
72963,tm188620,Jean Desailly,Pierre Lachenay,ACTOR
546475,tm188620,Nelly Benedetti,Franca Lachenay,ACTOR
53112,tm188620,Daniel Ceccaldi,Clément,ACTOR
91685,tm188620,Laurence Badie,Ingrid,ACTOR
92301,tm188620,Philippe Dumat,Directeur Cinéma Reims,ACTOR
522317,tm188620,Paule Emanuele,Odile,ACTOR
135772,tm188620,Maurice Garrel,Bontemps,ACTOR
70484,tm188620,Sabine Haudepin,Sabine Lachenay,ACTOR
547722,tm188620,Dominique Lacarrière,La Secrétaire Dominique,ACTOR
71662,tm188620,Jean Lanier,Michel,ACTOR
547723,tm188620,Pierre Risch,Chanoine,ACTOR
541459,tm188620,Maurice Magalon,,ACTOR
1312009,tm188620,Carnero,Lisbon Organizer (uncredited),ACTOR
1312445,tm188620,Georges de Givray,Le Père de Nicole (uncredited),ACTOR
127228,tm188620,Catherine-Isabelle Duport,Jeune Fille Reims (uncredited),ACTOR
1312435,tm188620,Maximiliènne Harlaut,Mme. Leloix (uncredited),ACTOR
551041,tm188620,Charles Lavialle,Veilleur Hôtel Michelet (uncredited),ACTOR
549701,tm188620,Gérard Poirot,Franck (Co-pilot) (uncredited),ACTOR
1311898,tm188620,Olivia Poli,Mme. Bontemps (uncredited),ACTOR
1311900,tm188620,Thérèse Renouard,Caissière (uncredited),ACTOR
72962,tm188620,Jean-Louis Richard,Man in Street (uncredited),ACTOR
12074,tm188620,François Truffaut,Le Pompiste (voice) (uncredited),ACTOR
1311909,tm188620,Brigitte Zhendre-Laforest,Livreuse Linge (uncredited),ACTOR
12074,tm188620,François Truffaut,,DIRECTOR
29037,tm120163,Catherine Deneuve,Delphine Garnier,ACTOR
72954,tm120163,Françoise Dorléac,Solange Garnier,ACTOR
28065,tm120163,Jacques Perrin,Maxence,ACTOR
14168,tm120163,Gene Kelly,Andy Miller,ACTOR
59267,tm120163,Danielle Darrieux,Yvonne Garnier,ACTOR
36326,tm120163,Michel Piccoli,Simon Dame,ACTOR
25098,tm120163,George Chakiris,Etienne,ACTOR
119346,tm120163,Grover Dale,Bill,ACTOR
534534,tm120163,Jacques Riberolles,Guillaume Lancien,ACTOR
534182,tm120163,Geneviève Thénier,Josette,ACTOR
150842,tm120163,Henri Crémieux,Subtil Dutrouz,ACTOR
855813,tm120163,Pamela Hart,Judith,ACTOR
1486535,tm120163,Leslie North,Esther,ACTOR
536246,tm120163,Patrick Jeantet,Bouboo Garnier,ACTOR
564380,tm120163,René Pascal,Pépé (as René Bazart),ACTOR
115135,tm120163,Dorothée Blanck,Passerby,ACTOR
1486534,tm120163,Daniel Moquay,First Sailor,ACTOR
657841,tm120163,Daniel Gall,Second Sailor,ACTOR
1294833,tm120163,Bernard Fradet,Second Gendarme,ACTOR
1486533,tm120163,Remy Brozek,Third Gendarme,ACTOR
547538,tm120163,Véronique Duval,A Woman,ACTOR
127085,tm120163,Pierre Caden,First Man,ACTOR
1344964,tm120163,Peter Ardran,Dancer,ACTOR
1486545,tm120163,Wendy Barry,Dancer,ACTOR
1486547,tm120163,Sarah Butler,Dancer,ACTOR
538997,tm120163,Anne Chapman,Dancer (as Ann Chapman),ACTOR
1486565,tm120163,Jane Darling,Dancer,ACTOR
155329,tm120163,Tudor Davies,Dancer,ACTOR
437185,tm120163,Lindsay Dolan,Dancer,ACTOR
1486556,tm120163,John McDonald,Dancer (as John Mac Donald),ACTOR
1486566,tm120163,Keith Drummond,Dancer,ACTOR
1485946,tm120163,Maureen Evans,Dancer,ACTOR
1486298,tm120163,Tara Fernando,Dancer (as Taira Fernando),ACTOR
1485933,tm120163,Sarah Flemington,Dancer,ACTOR
644122,tm120163,Johnny Greenland,Dancer (as Johny Greenland),ACTOR
1485937,tm120163,Leo Guerard,Dancer,ACTOR
1485938,tm120163,Bob Howe,Dancer,ACTOR
1485963,tm120163,Alix Kirsta,Dancer,ACTOR
1485941,tm120163,Jerry Manley,Dancer,ACTOR
1485984,tm120163,Tony Manning,Dancer,ACTOR
1485943,tm120163,Tom Merrifield,Dancer,ACTOR
1180064,tm120163,Connel Miles,Dancer,ACTOR
11947,tm120163,Albin Pahernik,Dancer,ACTOR
1486559,tm120163,Nicky Temperton,Dancer,ACTOR
1486675,tm120163,Barrie Wilkinson,Dancer,ACTOR
1487080,tm120163,Maureen Willsher,Dancer,ACTOR
1487062,tm120163,Anne Germain,Delphine Garnier (singing voice),ACTOR
544716,tm120163,Claude Parent,Solange Garnier (singing voice),ACTOR
1157979,tm120163,Christiane Legrand,Judith (singing voice),ACTOR
1294877,tm120163,Claudine Meunier,Esther (singing voice),ACTOR
1486725,tm120163,Alice Herald,Josette (singing voice),ACTOR
519761,tm120163,José Bartel,Bill (singing voice) (as Jose Bartel),ACTOR
227737,tm120163,Romuald,Etienne (singing voice),ACTOR
1487072,tm120163,Donald Burke,Andy Miller (singing voice),ACTOR
1487099,tm120163,Olivier Bonnet,Boubou (singing voice),ACTOR
512186,tm120163,Georges Blaness,Simon Dame (singing voice) (as Georges Blanes),ACTOR
500072,tm120163,Jacques Revaux,Maxence (singing voice),ACTOR
529018,tm120163,Jacques Henri Barratier,Second Man (uncredited),ACTOR
311704,tm120163,Liliane de Kermadec,Nun (uncredited),ACTOR
1487092,tm120163,Alain Franchet,First Gendarme (uncredited),ACTOR
1487012,tm120163,Sarah Hardenberg,Dancer (uncredited),ACTOR
539129,tm120163,Florence Malraux,Nun (uncredited),ACTOR
1486986,tm120163,Michèle Manceaux,Nun (uncredited),ACTOR
1354685,tm120163,Annie Maurel,Nun (uncredited),ACTOR
1486941,tm120163,Jean Stout,Guillaume Lancien (singing voice) (uncredited),ACTOR
1461791,tm120163,Jacques Thébault,Etienne (voice) (uncredited),ACTOR
1487114,tm120163,Dominique Tirmont,Bill (voice) (uncredited),ACTOR
69944,tm120163,Agnès Varda,Music-Loving Nun (uncredited),ACTOR
102947,tm120163,Jacques Demy,,DIRECTOR
209527,tm156325,Tomisaburō Wakayama,Ogami Itto,ACTOR
113413,tm156325,Fumio Watanabe,Bizennokami Yagyû,ACTOR
224170,tm156325,Tomoko Mayama,Osen,ACTOR
462138,tm156325,Shigeru Tsuyuguchi,Kurando Yagyû,ACTOR
131169,tm156325,Asao Uchida,Kenmotsu Sugito,ACTOR
218639,tm156325,Taketoshi Naitô,Ichige Gyobu,ACTOR
174545,tm156325,Yoshi Katō,Danjô Tonami,ACTOR
549282,tm156325,Keiko Fujita,Azami Ogami,ACTOR
510723,tm156325,Reiko Kasahara,Crazy Woman,ACTOR
223898,tm156325,Akihiro Tomikawa,Ogami Daigoro,ACTOR
476220,tm156325,Kôji Sekiyama,Kanbei,ACTOR
436067,tm156325,Teruo Matsuyama,Monnosuke,ACTOR
172239,tm156325,Shunya Wazaki,Horii,ACTOR
549265,tm156325,Michimaro Otabe,,ACTOR
217205,tm156325,Saburo Date,Official Envoy,ACTOR
539922,tm156325,Ryûtarô Gomi,,ACTOR
494629,tm156325,Kyôichi Satô,,ACTOR
218256,tm156325,Hiroshi Hasegawa,,ACTOR
522942,tm156325,Kōji Fujiyama,,ACTOR
683870,tm156325,Jun Takigawa,,ACTOR
734691,tm156325,Hisao Hamita,Shigami Tanba,ACTOR
543877,tm156325,Yukio Horikita,,ACTOR
223900,tm156325,Tokio Oki,,ACTOR
549040,tm156325,Tadashi Iwata,,ACTOR
547790,tm156325,Yûsaku Terashima,,ACTOR
437607,tm156325,Manabu Morita,Omi,ACTOR
222226,tm156325,Yûji Hamada,,ACTOR
539923,tm156325,Hajime Koshikawa,,ACTOR
548460,tm156325,Jun Fujikawa,,ACTOR
527852,tm156325,Goro Kumon,,ACTOR
408900,tm156325,Shōji Mori,,ACTOR
557473,tm156325,Sumao Ishihara,,ACTOR
734690,tm156325,Kôji Uehara,,ACTOR
734689,tm156325,Tamotsu Fujiharu,,ACTOR
734688,tm156325,Jun Soloni,,ACTOR
24546,tm156325,Kanae Kobayashi,Bereaved Woman's Servant,ACTOR
734867,tm156325,Shinji Nunome,,ACTOR
734866,tm156325,Iwao Kasumi,,ACTOR
777292,tm156325,Kazuo Mortuchi,,ACTOR
734865,tm156325,Jinichiro Ando,,ACTOR
734864,tm156325,Kazuo Ôbayashi,,ACTOR
734863,tm156325,Yoshumitsu Shimonura,,ACTOR
734803,tm156325,Kazuyo Yanaka,,ACTOR
734802,tm156325,Massmi Koshiomon,,ACTOR
1437804,tm156325,Chizu Kobayashi,,ACTOR
551408,tm156325,Yutaka Nakamura,,ACTOR
213641,tm156325,Akiji Kobayashi,Narrator,ACTOR
57446,tm156325,Yūnosuke Itō,Retsudô Yagyû,ACTOR
222227,tm156325,Kenji Misumi,,DIRECTOR
72995,tm105976,Franco Interlenghi,Moraldo Rubini,ACTOR
70443,tm105976,Alberto Sordi,Alberto,ACTOR
45297,tm105976,Franco Fabrizi,Fausto Moretti,ACTOR
81908,tm105976,Leopoldo Trieste,Leopoldo Vannucci,ACTOR
105874,tm105976,Riccardo Fellini,Riccardo,ACTOR
105875,tm105976,Leonora Ruffo,Sandra Rubini,ACTOR
34064,tm105976,Jean Brochard,Francescco Moretti,ACTOR
210916,tm105976,Claude Farell,Olga,ACTOR
105876,tm105976,Carlo Romano,Michele Curti,ACTOR
105877,tm105976,Enrico Viarisio,Signor Rubini,ACTOR
16032,tm105976,Paola Borboni,Signora Rubini,ACTOR
105879,tm105976,Lída Baarová,Giulia Curti,ACTOR
1010588,tm105976,Arlette Sauvage,La sconosciuta del cinema,ACTOR
475203,tm105976,Vira Silenti,Gisella,ACTOR
137999,tm105976,Achille Majeroni,Sergio Natali,ACTOR
563024,tm105976,Guido Martufi,Guido,ACTOR
539537,tm105976,Silvio Bagolini,Giudizio,ACTOR
1020683,tm105976,Milvia Chianelli,L'amica di Riccardo,ACTOR
203226,tm105976,Enzo Andronico,Un ragazzo al carnevale,ACTOR
63766,tm105976,Riccardo Cucciolla,Narratore,ACTOR
55383,tm105976,Gustavo De Nardo,,ACTOR
1020684,tm105976,Graziella De Roc,,ACTOR
1020796,tm105976,Giovanna Galli,Ballerina,ACTOR
868486,tm105976,Franca Gandolfi,Ballerina,ACTOR
564361,tm105976,Lilia Landi,se stesso,ACTOR
156445,tm105976,Gigetta Morano,La madre di Alberto e Olga,ACTOR
229759,tm105976,Lino Toffolo,Un ragazzo al carnevale,ACTOR
574595,tm105976,Gondrano Trucchi,,ACTOR
2157703,tm105976,Maja Nipora,Soubrette,ACTOR
20558,tm105976,Federico Fellini,,DIRECTOR
538884,tm14994,Scott McKenzie,Himself,ACTOR
110127,tm14994,Denny Doherty,Himself - Mamas and the Papas,ACTOR
1628814,tm14994,Cass Elliot,Herself - Mamas and the Papas,ACTOR
37633,tm14994,John Phillips,Himself - Mamas and the Papas,ACTOR
127749,tm14994,Michelle Phillips,Herself - Mamas and the Papas,ACTOR
538885,tm14994,Frank Cook,Himself - Canned Heat,ACTOR
538886,tm14994,Bob Hite,Himself - Canned Heat,ACTOR
501829,tm14994,Larry Taylor,Himself - Canned Heat,ACTOR
538887,tm14994,Henry Vestine,Himself - Canned Heat,ACTOR
1189174,tm14994,Alan Wilson,Himself - Canned Heat,ACTOR
82415,tm14994,Paul Simon,Himself - Simon and Garfunkel,ACTOR
82069,tm14994,Art Garfunkel,Himself - Simon and Garfunkel,ACTOR
180152,tm14994,Hugh Masekela,Himself,ACTOR
515541,tm14994,Marty Balin,Himself - Jefferson Airplane,ACTOR
146149,tm14994,Jack Casady,Himself - Jefferson Airplane,ACTOR
146151,tm14994,Spencer Dryden,Himself - Jefferson Airplane,ACTOR
154133,tm14994,Paul Kantner,Himself - Jefferson Airplane,ACTOR
225831,tm14994,Jorma Kaukonen,Himself - Jefferson Airplane,ACTOR
225840,tm14994,Grace Slick,Herself - Jefferson Airplane,ACTOR
105509,tm14994,Peter Albin,Himself - Big Brother and The Holding Company,ACTOR
538891,tm14994,Sam Andrew,Himself - Big Brother and The Holding Company,ACTOR
538890,tm14994,Dave Getz,Himself - Big Brother and The Holding Company,ACTOR
538889,tm14994,James Gurley,Himself - Big Brother and The Holding Company,ACTOR
105508,tm14994,Janis Joplin,Herself,ACTOR
146809,tm14994,Eric Burdon,Himself - Eric Burdon and The Animals,ACTOR
538892,tm14994,Vic Briggs,Himself - Eric Burdon and The Animals,ACTOR
538893,tm14994,Barry Jenkins,Himself - Eric Burdon and The Animals,ACTOR
538894,tm14994,Danny McCulloch,Himself - Eric Burdon and The Animals,ACTOR
538895,tm14994,John Weider,Himself - Eric Burdon and The Animals,ACTOR
39695,tm14994,Roger Daltrey,Himself - The Who,ACTOR
39696,tm14994,John Entwistle,Himself - The Who,ACTOR
39697,tm14994,Keith Moon,Himself - The Who,ACTOR
21435,tm14994,Pete Townshend,Himself - The Who,ACTOR
538896,tm14994,Bruce Barthol,Himself - Country Joe and The Fish,ACTOR
538897,tm14994,David Cohen,Himself - Country Joe and The Fish,ACTOR
538898,tm14994,Chicken Hirsh,Himself - Country Joe and The Fish,ACTOR
538901,tm14994,Country Joe McDonald,Himself - Country Joe and The Fish,ACTOR
538899,tm14994,Barry Melton,Himself - Country Joe and The Fish,ACTOR
392249,tm14994,Otis Redding,Himself,ACTOR
70207,tm14994,Jimi Hendrix,Himself,ACTOR
81474,tm14994,Ravi Shankar,Himself,ACTOR
69816,tm14994,D. A. Pennebaker,,DIRECTOR
103155,tm105641,Barbara Loden,Wanda Goronski,ACTOR
22220,tm105641,Michael Higgins,Mr. Dennis,ACTOR
534414,tm105641,Dorothy Shupenes,Wanda's Sister,ACTOR
534415,tm105641,Peter Shupenes,Brother In Law,ACTOR
534417,tm105641,Jerome Thier,Husband,ACTOR
958340,tm105641,Marian Thier,Miss Godek,ACTOR
221853,tm105641,Valerie Mamches,Girl in Roadhouse,ACTOR
1709581,tm105641,Anthony Rotell,Tony,ACTOR
1709697,tm105641,M.L. Kennedy,Judge,ACTOR
1709733,tm105641,Gerald Grippo,Court Clerk,ACTOR
1709452,tm105641,Milton Gittleman,Factory Owner,ACTOR
1709458,tm105641,Lila Gittleman,Factory Owners Wife,ACTOR
1709579,tm105641,Arnold Kanig,Travelling Salesman,ACTOR
1709772,tm105641,Joe Dennis,Joe,ACTOR
1709447,tm105641,Charles Dosinan,Father,ACTOR
1709928,tm105641,Jack Ford,Mr. Anderson,ACTOR
1709835,tm105641,Rozamond Peck,Mrs. Anderson,ACTOR
536389,tm105641,Susan Clark,Anderson Daughter,ACTOR
1709690,tm105641,Linda Clark,Anderson Daughter,ACTOR
1709585,tm105641,Bill Longworth,Newscaster,ACTOR
